,SMILES,logS,y2,y3
sample_1144,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,1.3697008548129819,-35.89485814019357
sample_1145,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-3.28,-18.30755386683438,10.892297967941083
sample_1146,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,0.8401747619762727,-4.373920602357647
sample_1147,CCCCCCCCOC(N)=O,-3.3,3.9328893195065735,15.808439882928202
sample_1148,CCCCN(CC)C(=O)SCCC,-3.35,-0.6422686214878421,11.831741637767488
sample_1149,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,17.44521826054812,10.344067159382668
sample_1150,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,14.663705029459729,-7.188375085179766
sample_1151,CCCCCCCC(=O)OCC,-3.39,3.6501630068878548,17.102357983934944
sample_1152,CCSC(=O)N(CC)C1CCCCC1,-3.4,-12.021003800311352,6.270634689607843
sample_1153,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,-6.659733179309578,-3.3131574011352867
sample_1154,Ic1[nH]c(I)c(I)c1I,-3.46,-50.26966817721724,-27.557910630463375
sample_1155,Brc1cccc(Br)c1,-3.54,-10.762885144398512,-27.557898066437236
sample_1156,CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.54,-1.5702931814936363,-13.373198844998615
sample_1157,CCCCCCCCCCC(=O)O,-3.55,0.3055873661186509,18.19552581254394
sample_1158,CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2=O,-3.59,-38.864275345505824,30.202105153923856
sample_1159,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,12.554848788756564,-6.050759969665638
sample_1160,COc1c2occc2cc2ccc(=O)oc12,-3.66,18.780814944566586,-19.546126891696943
sample_1161,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,-3.66,18.365720958046605,-22.12390663286042
sample_1162,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-3.66,15.74555360993854,5.084982643942094
sample_1163,CC(C)(C)c1ccccc1,-3.66,-8.71544484182162,-13.330542970013601
sample_1164,c1ccc2nc3ccccc3cc2c1,-3.67,4.339338804172241,-38.18538971407306
sample_1165,CCC(C)CC,-3.68,-5.349955392742705,23.460930867770333
sample_1166,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,-10.638217840633956,19.398542023683255
sample_1167,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,-3.68,-1.6252968860601322,-0.7331093666454725
sample_1168,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,-3.68,3.951974490931895,-30.719665904306446
sample_1169,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-3.7,-15.38951777206319,-8.123169938656368
sample_1170,Cc1cccc2ccccc12,-3.7,9.007338063625209,-26.855543703778217
sample_1171,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-3.74,-10.069570824483055,-14.695706528943212
sample_1172,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.75,-30.47962834035182,23.250707361699735
sample_1173,Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,-0.009041322039747252,-12.65469515457874
sample_1174,Cc1ccc(C(C)C)cc1,-3.77,-4.20387580185093,-5.274063609480538
sample_1175,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.77,-23.771254121590747,24.098205353461996
sample_1176,Cc1cccc(Nc2ccccc2C(=O)O)c1C,-3.78,13.818494424847472,-17.844260245612592
sample_1177,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.8,2.2592573877532716,-41.946672818989065
sample_1178,CCCCCCCCC(=O)OCC,-3.8,1.3109668958455953,18.42975781778894
sample_1179,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,-3.8,-17.799329450297282,21.0139724414884
sample_1180,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-3.8,-7.836314799415247,-24.13715598531074
sample_1181,CC=CCCCC,-3.82,4.95168501127522,25.51768225151104
sample_1182,CCCCCC,-3.84,-9.594955867689768,15.875557851680759
sample_1183,CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13,-3.85,-29.119590000256903,27.773409225551912
sample_1184,CC1CCCCC1,-3.85,-9.410666033177035,15.354293514935742
sample_1185,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88,6.446459460565342,-42.73559706148685
sample_1186,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.89,22.956590956414164,-32.261116269933645
sample_1187,CN(C)C(=S)SSC(=S)N(C)C,-3.9,-29.106411390699748,7.823148412024509
sample_1188,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,4.373416087929521,1.8382954244479404
sample_1189,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,-3.94,5.9752410590922205,-39.80635346067718
sample_1190,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.95,-42.790430286037655,58.04899527846613
sample_1191,c1ccc(Oc2ccccc2)cc1,-3.96,10.515152939638526,-16.902227599688775
sample_1192,CCCCCCCCl,-3.99,-3.755214892767551,15.338346625629901
sample_1193,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.99,-30.330094183224215,25.172342887068577
sample_1194,Cc1cc(C)c(C)c(C)c1C,-4.0,-10.362060624080177,15.618680070811775
sample_1195,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.0,-19.669370656974742,9.546893442626663
sample_1196,Clc1cccc(Cl)c1Cl,-4.0,-7.457953634323706,-19.384322319986577
sample_1197,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,-4.04,-1.4246905991850738,4.254433388880571
sample_1198,CCCCc1ccccc1,-4.06,4.471619540614433,-5.463218648025073
sample_1199,Brc1ccc(Br)cc1,-4.07,-18.61624831712879,-26.985546562722536
sample_1200,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,-31.65366034835269,19.763440542633827
sample_1201,CCOP(=S)(OCC)SCSCC,-4.11,-21.823819438776738,40.21204771264394
sample_1202,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,-4.11,-10.854882395728042,-4.563512013380583
sample_1203,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13,-15.829819420313486,11.897246344064076
sample_1204,C1CCCCCCC1,-4.15,-30.060732050880336,7.3028949500047196
sample_1205,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.16,5.855811537790126,-24.600887139276917
sample_1206,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-4.17,21.38669470105885,-25.978723680437053
sample_1207,ClC(Cl)=CC(Cl)=C(Cl)Cl,-4.23,-2.2376972864710076,-9.487094674121199
sample_1208,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.26,-28.490428802756032,-31.908829905909677
sample_1209,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.28,-41.51170584522215,6.1247665451750715
sample_1210,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,-3.0622806669554263,-24.631123070293434
sample_1211,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.29,-43.96790817179442,59.027578724803824
sample_1212,CCc1ccc2ccccc2c1,-4.29,7.168024973667609,-27.657238120144857
sample_1213,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3,-16.2753434660473,29.640470106473014
sample_1214,CN(C)CCCN1c2ccccc2Sc2ccccc21,-4.3,-24.295118319940816,-25.527047075037714
sample_1215,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31,3.856671224431142,-3.224022984794471
sample_1216,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.32,-28.561563695393172,23.078430621052217
sample_1217,c1ccc2c(c1)sc1ccccc12,-4.38,-4.0892299015683555,-46.202454247936735
sample_1218,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,-7.803223657539286,-40.65676703797497
sample_1219,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,-4.42,-16.766982044629707,-4.746053611094204
sample_1220,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43,-10.093273934399837,3.921071849493169
sample_1221,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-4.43,-24.34992146118757,-18.216478663312706
sample_1222,CCCCCCCBr,-4.43,-11.827948240872969,9.386162493111481
sample_1223,CN(C)CCC=C1c2ccccc2CCc2ccccc21,-4.46,-23.513409071285473,-20.07177728679503
sample_1224,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-4.47,16.446087505962776,10.201616318296349
sample_1225,Clc1cc(Cl)cc(Cl)c1,-4.48,-16.095074987998064,-22.493023833714968
sample_1226,CC1CCC(C)(C)C1,-4.48,-9.467533490804549,26.65727049630053
sample_1227,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.52,-39.491079682838034,-44.64035468442898
sample_1228,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.53,-2.2046379940023826,-13.299154190652883
sample_1229,COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57,-5.104709624891696,13.916125862117086
sample_1230,CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.58,-27.421884526657003,36.13817329384468
sample_1231,O=c1oc(-c2ccccc2)nc2ccccc12,-4.61,14.864974100053804,-42.22231646368527
sample_1232,c1ccc(CCc2ccccc2)cc1,-4.62,-15.158856926857391,-37.58072391754338
sample_1233,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,-29.81474966407331,15.865464838068936
sample_1234,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-4.65,-31.25354901686462,29.240631328583962
sample_1235,Cc1cc2ccccc2cc1C,-4.72,-3.5959725528906494,-17.846672355602372
sample_1236,Oc1c2ccccc2cc2ccccc12,-4.73,10.991918578721968,-42.03341268859527
sample_1237,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.79,-29.36931279109799,29.38115126477133
sample_1238,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-4.82,-3.568937252851908,-4.993738938959966
sample_1239,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-4.84,-13.64199104861578,24.17232057638497
sample_1240,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,-6.422096460429823,4.035388652153668
sample_1241,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89,-6.315919965043858,-21.960563761541174
sample_1242,Cc1ccc2cc(C)ccc2c1,-4.89,-5.172420618334202,-23.337459069190082
sample_1243,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.91,-9.836906838627376,-17.939604272036668
sample_1244,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,-10.54231458513105,13.577634390234028
sample_1245,Clc1ccc(-c2ccccc2)cc1,-5.2,1.2317223641633814,-39.744468622143636
sample_1246,CCCCCCc1ccccc1,-5.21,-0.8503464682799996,-5.766722961760875
sample_1247,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,0.9149532147677845,-19.867480160595132
sample_1248,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,5.342047042039771,-10.670201740675392
sample_1249,c1ccc2c(c1)ccc1ccccc12,-5.26,-2.9717202113433627,-47.819102238698775
sample_1250,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,-5.38,-7.834488122762717,-6.9449286861065165
sample_1251,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.46,-22.89132800228889,-24.748582552482898
sample_1252,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-5.64,0.12753466264566923,-17.200473141237488
sample_1253,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,-3.300639687754785,-0.8611092461018223
sample_1254,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.74,-25.918257384079105,12.078705422090167
sample_1255,Clc1cccc(-c2cccc(Cl)c2)c1,-5.8,-5.316397792449234,-36.05874348860249
sample_1256,Cc1c2ccccc2cc2ccccc12,-5.89,-1.3773003247003595,-36.554959131982926
sample_1257,c1cc2c3c(ccc4c3c1CCC4)CCC2,-5.96,-23.285380049844452,-5.58037755446089
sample_1258,Clc1ccc(Cl)c(-c2ccccc2Cl)c1,-6.02,-7.328682587857635,-48.38071956930903
sample_1259,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,-19.853112480709612,-13.961670674108538
sample_1260,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.18,-47.127701708985235,-7.213569343644745
sample_1261,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,-6.21,-10.22779259425536,-44.914894605320264
sample_1262,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,-6.29,-31.23325512225046,-24.716739448837213
sample_1263,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.29,7.925654944761995,-17.377078971138396
sample_1264,Clc1ccc(Cl)c(-c2ccccc2)c1Cl,-6.29,-8.211614517063216,-46.90729075527413
sample_1265,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.32,-30.67776454198644,-30.589007468431255
sample_1266,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,-6.51,-23.967425946403864,-50.123901269044794
sample_1267,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,-6.62,-13.80180334323718,-43.780598741479984
sample_1268,Cc1cc(O)ccc1OP(=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O,-6.7,-2.486489934229502,4.353731105919547
sample_1269,CCCCCCCCCCCCCCCC(=O)O,-6.81,-12.039935599371278,26.32298886861234
sample_1270,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-6.89,-4.995290350533098,-11.232054113532724
sample_1271,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,-29.164210183599494,11.27993879946403
sample_1272,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,-7.0,-22.882515592747527,-45.06298809041759
sample_1273,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,-7.05,-24.285228043139774,-55.35884311189836
sample_1274,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,-7.16,-8.944953313503689,-48.812728750028626
sample_1275,CCCCCCCCCCCCCCCCO,-7.26,-24.002238460641145,35.01087993933507
sample_1276,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-7.33,-51.53123515013942,-16.998118135544114
sample_1277,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8,-2.9963628777543296,-65.96923355118928
sample_1278,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,-7.91,-23.025602785555726,-53.24067881394979
sample_1279,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-8.04,-4.585420877632809,-49.08452788128635
sample_1280,c1ccc2c(c1)ccc1c3ccccc3ccc21,-8.06,-5.451509613194523,-61.886657010837084
sample_1281,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.3,-25.06189726214129,-56.13169085517908
sample_1282,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,-8.32,-30.25544444255086,-53.68905498796877
sample_1283,Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-8.42,-22.713407248040397,-54.97833292827404
sample_1284,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49,-10.560504788372489,-59.71297938977472
sample_1285,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,-11.606255158374847,-51.12848404778589
sample_1286,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,-8.65,-35.3376669185056,-48.01272964717128
sample_1287,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,-8.66,-7.671067559834809,-69.97414909500554
sample_1288,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.03,-4.158946139539158,-71.56551297198769
sample_1289,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-10.26,-28.37648074690276,-61.23092997380212
sample_1290,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-10.41,-28.048022641590393,-59.896478773657584
